business_id,time,type
U-gBybV1KIqfRIzkWXzK-w,"['Fri-0:2', 'Sun-0:2', 'Thu-0:3', 'Fri-1:1', 'Sat-1:1', 'Thu-1:1', 'Tue-1:1', 'Wed-1:1', 'Sat-2:1', 'Sun-2:2', 'Wed-2:1', 'Fri-8:1', 'Mon-11:1', 'Mon-12:1', 'Sat-12:1', 'Mon-15:1', 'Sat-15:1', 'Sun-15:1', 'Tue-15:1', 'Thu-16:1', 'Wed-17:2', 'Sun-18:1', 'Wed-18:1', 'Sun-19:2', 'Wed-19:2', 'Sun-20:1', 'Thu-21:1', 'Wed-21:1', 'Fri-22:1', 'Sat-22:1', 'Thu-22:1', 'Mon-23:2', 'Sat-23:2', 'Thu-23:1', 'Tue-23:1']",checkin
aOevuXGtCm9Ng-gCsFPXyw,"['Fri-0:1', 'Sun-0:2', 'Tue-0:1', 'Fri-1:1', 'Sat-1:2', 'Sun-1:4', 'Thu-1:2', 'Tue-1:1', 'Fri-2:1', 'Mon-2:1', 'Sat-2:1', 'Wed-2:1', 'Thu-3:1', 'Thu-4:2', 'Mon-11:1', 'Sun-15:1', 'Fri-16:2', 'Sat-16:1', 'Wed-16:1', 'Sat-17:2', 'Wed-17:1', 'Mon-18:2', 'Sat-18:6', 'Sun-18:2', 'Wed-18:1', 'Fri-19:1', 'Sun-19:2', 'Sun-20:1', 'Fri-21:1', 'Sat-21:3', 'Sun-21:3', 'Tue-21:1', 'Wed-21:2', 'Fri-22:3', 'Sat-22:5', 'Thu-22:3', 'Wed-22:1', 'Fri-23:3', 'Sat-23:2', 'Tue-23:2', 'Wed-23:4']",checkin
HAt7VY-_uhl_ERUpGVqwVQ,"['Wed-0:1', 'Mon-11:1', 'Sat-16:1', 'Thu-16:1', 'Sun-23:1']",checkin
at5Oj1aprhbFuqwojBIkqA,['Wed-22:2'],checkin
MiyJTpWv1_mQ5G0A-7L4kA,"['Fri-0:1', 'Sat-0:2', 'Sun-0:1', 'Fri-1:2', 'Sat-2:1', 'Sun-2:1', 'Fri-3:4', 'Sat-3:1', 'Fri-4:1', 'Sat-5:1', 'Sun-18:1', 'Thu-20:1', 'Tue-20:1', 'Fri-21:1', 'Thu-21:1', 'Fri-22:1', 'Sat-22:1', 'Thu-22:4', 'Fri-23:1', 'Mon-23:1', 'Sat-23:2', 'Thu-23:1']",checkin
XQ918GynxmfGImWK0SNKoA,"['Fri-0:1', 'Mon-0:2', 'Sat-0:1', 'Sun-0:1', 'Thu-0:1', 'Tue-0:1', 'Wed-0:1', 'Fri-1:1', 'Mon-1:2', 'Sat-1:2', 'Sun-1:1', 'Tue-1:2', 'Fri-2:2', 'Sat-2:2', 'Sun-2:2', 'Thu-2:1', 'Tue-2:3', 'Wed-2:3', 'Mon-3:1', 'Sat-3:3', 'Sun-3:3', 'Tue-3:3', 'Wed-3:2', 'Fri-4:2', 'Sat-4:2', 'Sun-4:2', 'Thu-4:1', 'Tue-4:1', 'Wed-4:1', 'Fri-5:2', 'Sat-5:1', 'Thu-5:3', 'Wed-5:3', 'Sat-6:1', 'Tue-6:1', 'Mon-7:2', 'Thu-7:1', 'Mon-8:1', 'Thu-9:1', 'Wed-9:2', 'Fri-10:1', 'Mon-10:1', 'Tue-10:3', 'Wed-10:3', 'Sat-11:3', 'Thu-11:1', 'Tue-11:2', 'Wed-11:1', 'Fri-12:3', 'Sat-12:1', 'Thu-12:1', 'Wed-12:1', 'Fri-13:2', 'Mon-13:1', 'Sun-13:3', 'Sat-14:2', 'Sun-14:1', 'Thu-14:1', 'Wed-14:1', 'Fri-15:1', 'Sat-15:2', 'Sun-15:1', 'Thu-15:1', 'Tue-15:1', 'Wed-15:3', 'Mon-16:1', 'Sat-16:2', 'Thu-16:2', 'Tue-16:2', 'Wed-16:2', 'Fri-17:1', 'Sun-17:1', 'Wed-17:1', 'Fri-18:1', 'Mon-18:1', 'Sat-18:2', 'Thu-18:1', 'Tue-18:2', 'Wed-18:1', 'Fri-19:3', 'Mon-19:1', 'Sat-19:1', 'Sun-19:1', 'Wed-19:1', 'Mon-20:2', 'Sat-20:2', 'Sun-20:1', 'Wed-20:1', 'Fri-21:1', 'Mon-21:2', 'Sat-21:2', 'Sun-21:2', 'Thu-21:3', 'Tue-21:4', 'Wed-21:1', 'Fri-22:4', 'Mon-22:4', 'Sun-22:3', 'Thu-22:4', 'Wed-22:2', 'Fri-23:2', 'Mon-23:3', 'Sun-23:2', 'Thu-23:1', 'Tue-23:2', 'Wed-23:1']",checkin
9F7ATiYZMTReDz3VJWg4BA,"['Fri-0:1', 'Wed-0:1', 'Wed-1:1', 'Fri-3:1', 'Fri-16:1', 'Mon-16:1', 'Sat-16:2', 'Wed-16:1', 'Sat-18:1', 'Fri-19:1', 'Sun-19:2', 'Fri-20:1', 'Sat-20:1', 'Fri-21:1', 'Sun-21:1', 'Mon-22:1', 'Wed-22:2']",checkin
mBkKChgOcJWd6KLFxAg2MA,"['Fri-0:5', 'Sat-0:1', 'Sun-0:4', 'Thu-0:2', 'Tue-0:1', 'Wed-0:4', 'Fri-1:3', 'Sat-1:1', 'Sun-1:3', 'Thu-1:4', 'Wed-1:2', 'Fri-2:3', 'Mon-2:1', 'Sat-2:2', 'Sun-2:1', 'Thu-2:4', 'Tue-2:3', 'Fri-3:2', 'Mon-3:1', 'Sun-3:3', 'Thu-3:2', 'Wed-3:3', 'Sun-4:1', 'Tue-4:1', 'Wed-4:1', 'Sun-5:1', 'Sun-6:1', 'Sun-7:1', 'Sun-15:1', 'Sat-16:1', 'Sun-16:2', 'Fri-18:2', 'Sun-18:2', 'Fri-19:3', 'Mon-19:1', 'Sun-19:1', 'Thu-19:1', 'Fri-20:1', 'Mon-20:3', 'Thu-20:1', 'Tue-20:1', 'Mon-21:1', 'Sat-21:2', 'Sun-21:1', 'Thu-21:3', 'Tue-21:2', 'Wed-21:5', 'Fri-22:1', 'Mon-22:5', 'Sat-22:1', 'Sun-22:1', 'Thu-22:5', 'Tue-22:2', 'Wed-22:1', 'Fri-23:3', 'Sat-23:2', 'Thu-23:3', 'Wed-23:1']",checkin
e_Nf4zAA1KZq80aoy3v8Ng,"['Fri-0:11', 'Mon-0:6', 'Sat-0:19', 'Sun-0:17', 'Thu-0:9', 'Tue-0:9', 'Wed-0:7', 'Fri-1:7', 'Sat-1:3', 'Sun-1:6', 'Thu-1:7', 'Tue-1:5', 'Wed-1:6', 'Fri-2:2', 'Mon-2:1', 'Sat-2:6', 'Sun-2:4', 'Thu-2:3', 'Wed-2:3', 'Sat-3:1', 'Sun-3:1', 'Wed-3:3', 'Mon-4:1', 'Sat-4:1', 'Tue-4:1', 'Wed-4:1', 'Sat-6:1', 'Tue-6:1', 'Thu-13:1', 'Fri-14:2', 'Sun-14:2', 'Fri-15:4', 'Mon-15:2', 'Sat-15:3', 'Sun-15:4', 'Thu-15:3', 'Tue-15:2', 'Wed-15:6', 'Fri-16:10', 'Mon-16:2', 'Sat-16:12', 'Sun-16:6', 'Thu-16:9', 'Tue-16:9', 'Wed-16:5', 'Fri-17:12', 'Mon-17:7', 'Sat-17:13', 'Sun-17:9', 'Thu-17:7', 'Tue-17:8', 'Wed-17:6', 'Fri-18:8', 'Mon-18:9', 'Sat-18:15', 'Sun-18:8', 'Thu-18:3', 'Tue-18:9', 'Wed-18:3', 'Fri-19:7', 'Mon-19:4', 'Sat-19:10', 'Sun-19:15', 'Thu-19:4', 'Tue-19:3', 'Wed-19:6', 'Fri-20:7', 'Mon-20:5', 'Sat-20:13', 'Sun-20:10', 'Thu-20:6', 'Tue-20:7', 'Wed-20:9', 'Fri-21:14', 'Mon-21:76', 'Sat-21:16', 'Sun-21:12', 'Thu-21:10', 'Tue-21:9', 'Wed-21:16', 'Fri-22:17', 'Mon-22:87', 'Sat-22:22', 'Sun-22:16', 'Thu-22:6', 'Tue-22:12', 'Wed-22:15', 'Fri-23:20', 'Mon-23:31', 'Sat-23:13', 'Sun-23:15', 'Thu-23:19', 'Tue-23:21', 'Wed-23:12']",checkin
yet25pliTnLGSqEiNs9k9w,"['Fri-0:2', 'Mon-0:4', 'Sat-0:2', 'Sun-0:5', 'Thu-0:2', 'Tue-0:3', 'Wed-0:4', 'Fri-1:3', 'Mon-1:4', 'Sat-1:2', 'Sun-1:2', 'Thu-1:2', 'Tue-1:4', 'Wed-1:1', 'Mon-2:1', 'Sun-2:1', 'Thu-2:2', 'Tue-2:2', 'Wed-2:1', 'Mon-3:1', 'Sat-3:5', 'Sun-3:4', 'Thu-3:1', 'Wed-3:4', 'Fri-4:2', 'Sat-4:1', 'Sun-4:1', 'Tue-5:2', 'Thu-7:1', 'Sat-12:1', 'Sun-12:1', 'Fri-13:1', 'Fri-14:1', 'Fri-15:1', 'Sat-15:1', 'Tue-15:2', 'Wed-15:1', 'Sat-16:4', 'Sun-16:3', 'Thu-16:1', 'Wed-16:3', 'Fri-17:2', 'Mon-17:4', 'Sat-17:6', 'Sun-17:2', 'Thu-17:3', 'Tue-17:1', 'Fri-18:1', 'Mon-18:1', 'Sat-18:5', 'Sun-18:3', 'Thu-18:1', 'Tue-18:1', 'Wed-18:2', 'Sat-19:4', 'Sun-19:4', 'Thu-19:2', 'Tue-19:1', 'Wed-19:1', 'Fri-20:1', 'Sat-20:5', 'Sun-20:3', 'Thu-20:3', 'Tue-20:1', 'Wed-20:1', 'Fri-21:2', 'Sat-21:1', 'Sun-21:4', 'Tue-21:2', 'Wed-21:1', 'Fri-22:4', 'Mon-22:3', 'Sat-22:4', 'Sun-22:5', 'Thu-22:2', 'Tue-22:3', 'Wed-22:6', 'Fri-23:4', 'Mon-23:6', 'Sat-23:3', 'Sun-23:4', 'Thu-23:6', 'Tue-23:6', 'Wed-23:4']",checkin
dRT7tLyakasIjJ4B0Fm92Q,"['Wed-0:1', 'Tue-1:1', 'Tue-16:1', 'Sat-17:1', 'Mon-23:1', 'Sat-23:1']",checkin
rZAmlenpEIPUljjQQayrIw,"['Tue-18:1', 'Wed-18:1', 'Mon-22:1', 'Thu-23:1', 'Tue-23:1']",checkin
uQ-tZhhl4St_NztpCLOWsQ,"['Wed-1:1', 'Sat-13:1', 'Sat-14:3', 'Sun-14:1', 'Fri-15:1', 'Sat-15:1', 'Sun-15:1', 'Sat-16:4', 'Sun-16:3', 'Sun-17:2', 'Thu-18:1', 'Fri-19:2', 'Sun-19:1', 'Thu-19:1', 'Fri-23:2']",checkin
QUvT1bLQ1qBxkWhLUa_FBA,"['Fri-0:1', 'Mon-0:1', 'Sat-0:7', 'Sun-0:3', 'Thu-0:6', 'Tue-0:4', 'Wed-0:2', 'Fri-1:3', 'Mon-1:1', 'Sat-1:2', 'Sun-1:3', 'Wed-1:2', 'Mon-2:1', 'Thu-2:1', 'Mon-3:1', 'Sat-3:3', 'Wed-3:1', 'Tue-8:1', 'Mon-12:1', 'Tue-12:1', 'Fri-13:1', 'Mon-13:1', 'Tue-13:1', 'Mon-14:1', 'Sat-14:1', 'Wed-14:1', 'Fri-15:1', 'Mon-15:2', 'Wed-15:2', 'Fri-16:1', 'Mon-16:1', 'Fri-17:2', 'Sat-17:1', 'Sun-17:1', 'Tue-17:1', 'Wed-17:2', 'Fri-19:2', 'Sun-19:2', 'Thu-19:1', 'Tue-19:1', 'Sat-20:1', 'Sun-20:1', 'Tue-20:1', 'Sun-21:1', 'Thu-21:2', 'Tue-21:1', 'Wed-21:1', 'Fri-22:2', 'Mon-22:2', 'Sat-22:4', 'Thu-22:5', 'Tue-22:2', 'Wed-22:3', 'Fri-23:2', 'Mon-23:1', 'Sat-23:7', 'Sun-23:3', 'Thu-23:3', 'Tue-23:3', 'Wed-23:3']",checkin
Egd-0nDgzZGEVA0R09yyUQ,"['Fri-0:1', 'Mon-0:2', 'Sat-0:3', 'Sun-0:6', 'Thu-0:3', 'Wed-0:3', 'Sat-1:1', 'Sun-1:1', 'Tue-1:1', 'Sun-2:1', 'Fri-17:1', 'Sat-17:1', 'Thu-17:2', 'Wed-17:1', 'Sun-18:1', 'Tue-18:1', 'Sun-20:1', 'Mon-21:1', 'Thu-21:1', 'Fri-22:2', 'Sat-22:6', 'Sun-22:2', 'Thu-22:1', 'Tue-22:1', 'Wed-22:1', 'Fri-23:4', 'Mon-23:2', 'Sat-23:3', 'Sun-23:1', 'Thu-23:2', 'Tue-23:4']",checkin
M_GveQM4q2QORM5JcBhxRQ,"['Tue-0:1', 'Thu-12:1', 'Sat-13:1', 'Sun-13:5', 'Thu-13:1', 'Tue-13:1', 'Fri-14:1', 'Sat-14:1', 'Thu-14:1', 'Fri-15:1', 'Mon-15:1', 'Sat-15:1', 'Sun-15:1', 'Sat-16:2', 'Sun-16:1', 'Wed-16:1', 'Mon-17:1', 'Sat-17:1', 'Sun-17:2', 'Thu-17:1', 'Tue-17:1', 'Wed-17:1', 'Fri-18:1', 'Sun-18:1', 'Wed-18:1', 'Sat-20:1', 'Mon-23:1']",checkin
-sggCnPbOP_EEcXisflQuA,"['Sat-14:1', 'Sun-14:1', 'Sat-15:2', 'Wed-15:1', 'Tue-17:1', 'Fri-18:1', 'Sat-20:1', 'Wed-20:1', 'Tue-21:1', 'Sat-23:1']",checkin
KcGv8Vu1GyV7ntZOUerpjw,"['Fri-10:5', 'Mon-10:3', 'Sat-10:1', 'Thu-10:2', 'Wed-10:2', 'Fri-11:1', 'Sun-11:1', 'Thu-11:2', 'Thu-12:1', 'Sat-13:1', 'Sun-13:3', 'Tue-13:3', 'Fri-14:1', 'Mon-14:1', 'Sun-14:4', 'Fri-15:1', 'Mon-15:1', 'Sat-15:2', 'Sun-15:4', 'Tue-15:2', 'Wed-15:1', 'Fri-16:1', 'Mon-16:1', 'Sat-16:1', 'Sun-16:2', 'Fri-17:2', 'Mon-17:1', 'Sat-17:1', 'Sun-18:1', 'Mon-20:2', 'Tue-20:1', 'Sun-21:1']",checkin
g2lCNg_IM8_0I7K-jafRVQ,"['Fri-0:4', 'Mon-0:2', 'Sat-0:3', 'Sun-0:5', 'Tue-0:4', 'Wed-0:2', 'Fri-1:2', 'Sat-1:2', 'Sun-1:5', 'Wed-1:1', 'Fri-2:1', 'Mon-2:1', 'Sat-2:1', 'Sun-2:2', 'Tue-2:2', 'Sun-3:1', 'Wed-3:1', 'Sun-4:1', 'Mon-16:1', 'Thu-16:1', 'Tue-16:1', 'Wed-16:2', 'Fri-17:1', 'Sat-17:1', 'Thu-17:1', 'Tue-17:1', 'Wed-17:1', 'Fri-18:1', 'Mon-18:1', 'Sat-18:1', 'Sun-18:2', 'Wed-18:3', 'Fri-19:1', 'Mon-19:2', 'Sat-19:1', 'Sun-19:1', 'Thu-19:1', 'Fri-20:1', 'Mon-20:1', 'Sat-20:1', 'Thu-20:1', 'Fri-21:1', 'Sat-21:3', 'Sun-21:2', 'Thu-21:1', 'Tue-21:3', 'Fri-22:3', 'Sat-22:7', 'Sun-22:1', 'Thu-22:1', 'Tue-22:1', 'Wed-22:3', 'Fri-23:5', 'Mon-23:3', 'Sat-23:3', 'Sun-23:4', 'Thu-23:3', 'Tue-23:4', 'Wed-23:7']",checkin
VVPwQdO6g9DHCgdBCIlBsw,"['Fri-0:1', 'Mon-0:1', 'Sat-0:1', 'Sun-0:3', 'Tue-0:2', 'Wed-1:1', 'Fri-2:2', 'Wed-2:1', 'Fri-3:1', 'Sat-3:1', 'Sun-3:1', 'Fri-16:4', 'Mon-16:1', 'Sun-16:1', 'Thu-16:1', 'Sat-17:1', 'Tue-17:1', 'Wed-17:1', 'Mon-18:3', 'Sat-18:1', 'Sun-19:3', 'Wed-19:1', 'Sat-20:2', 'Tue-20:1', 'Wed-20:1', 'Fri-21:1', 'Mon-21:2', 'Sat-21:2', 'Wed-21:1', 'Fri-22:1', 'Sun-22:1', 'Thu-22:1', 'Tue-22:2', 'Wed-22:2', 'Fri-23:2', 'Sat-23:1', 'Sun-23:1', 'Tue-23:1', 'Wed-23:1']",checkin
lCSYZzLHWkWmya4lauc1rQ,"['Thu-0:1', 'Sat-11:1', 'Wed-11:1', 'Mon-12:1', 'Sat-12:3', 'Sat-13:1', 'Sat-14:3', 'Sun-14:2', 'Fri-15:1', 'Sun-15:3', 'Thu-15:1', 'Wed-15:1', 'Fri-16:2', 'Sat-16:2', 'Sun-16:3', 'Thu-16:1', 'Wed-16:1', 'Fri-17:2', 'Mon-17:1', 'Sat-17:1', 'Sun-17:1', 'Thu-17:1', 'Sun-18:1', 'Fri-19:1', 'Mon-19:1', 'Sat-19:1', 'Wed-19:1', 'Sun-20:1', 'Thu-20:1', 'Tue-20:1', 'Wed-21:1']",checkin
lmrk1uiUF2XpGIOMoSpcsA,"['Mon-4:1', 'Mon-14:1', 'Fri-20:1', 'Sat-22:1']",checkin
ac-ZqojwKNlhPiCdv1sT6g,"['Fri-0:1', 'Sun-0:2', 'Sun-1:2', 'Mon-2:1', 'Sat-2:1', 'Sun-2:1', 'Thu-2:1', 'Thu-11:1', 'Sun-18:1', 'Thu-20:1', 'Fri-21:1', 'Sat-21:1', 'Sun-21:1', 'Sat-22:2', 'Wed-22:1', 'Fri-23:2', 'Mon-23:1', 'Sat-23:1', 'Sun-23:1', 'Wed-23:1']",checkin
ZkgijJ3jiVb1H9K26UhGdA,"['Sun-0:1', 'Fri-12:1', 'Sat-12:1', 'Thu-12:1', 'Wed-12:1', 'Sun-13:2', 'Fri-14:1', 'Mon-14:1', 'Sat-14:1', 'Sun-14:3', 'Thu-14:1', 'Tue-14:1', 'Mon-15:1', 'Sun-15:2', 'Thu-15:1', 'Tue-15:1', 'Mon-16:1', 'Wed-16:1', 'Fri-17:1', 'Sat-17:2', 'Sun-17:1', 'Thu-17:1', 'Wed-17:2', 'Sat-18:2', 'Thu-18:1', 'Tue-18:1', 'Fri-19:3', 'Mon-19:1', 'Sun-19:1', 'Wed-19:1', 'Fri-20:1', 'Mon-20:1', 'Sun-20:1', 'Thu-20:2', 'Mon-21:1', 'Tue-21:1', 'Fri-22:1', 'Mon-22:1', 'Mon-23:1']",checkin
T1lOHMIas_PSflKY7duF_g,"['Mon-0:1', 'Sat-0:4', 'Thu-0:1', 'Tue-0:1', 'Wed-0:1', 'Fri-1:1', 'Tue-1:1', 'Fri-3:1', 'Wed-15:2', 'Sun-16:1', 'Tue-16:1', 'Wed-16:1', 'Fri-17:1', 'Mon-17:1', 'Sat-17:2', 'Sun-17:1', 'Thu-17:1', 'Tue-17:2', 'Fri-18:2', 'Sat-18:1', 'Tue-18:1', 'Wed-18:1', 'Fri-19:1', 'Mon-19:1', 'Sat-19:4', 'Sun-19:1', 'Fri-20:1', 'Mon-20:1', 'Sun-20:3', 'Tue-20:1', 'Mon-21:1', 'Sat-21:1', 'Sun-21:4', 'Thu-21:1', 'Tue-21:2', 'Wed-21:1', 'Fri-22:1', 'Sat-22:1', 'Thu-22:2', 'Tue-22:1', 'Wed-22:2', 'Mon-23:1', 'Sat-23:1', 'Sun-23:1', 'Thu-23:1', 'Tue-23:1', 'Wed-23:1']",checkin
sNJRwmDtSRsnnhtqD0HfLw,"['Mon-16:1', 'Sat-17:1']",checkin
xzQn9smeOhgqCH-S-K-lgg,"['Fri-0:3', 'Mon-0:2', 'Sat-0:1', 'Sun-0:4', 'Thu-0:2', 'Fri-1:1', 'Mon-1:1', 'Sat-1:1', 'Tue-1:1', 'Fri-2:1', 'Thu-2:1', 'Tue-2:1', 'Fri-3:1', 'Thu-15:1', 'Mon-16:1', 'Thu-16:1', 'Sun-17:1', 'Thu-17:1', 'Tue-17:2', 'Wed-17:1', 'Fri-18:2', 'Mon-18:1', 'Thu-18:1', 'Wed-18:2', 'Sat-19:3', 'Sun-19:3', 'Fri-20:1', 'Sat-20:1', 'Tue-20:1', 'Fri-21:1', 'Mon-21:1', 'Sat-21:1', 'Sun-21:2', 'Tue-21:2', 'Fri-22:5', 'Mon-22:2', 'Sat-22:6', 'Sun-22:1', 'Thu-22:1', 'Tue-22:1', 'Fri-23:5', 'Mon-23:1', 'Sat-23:6', 'Sun-23:3', 'Thu-23:2', 'Wed-23:1']",checkin
XoGOpt6cj_tkSC6Vt1bspQ,"['Sat-0:1', 'Sun-0:2', 'Fri-22:1', 'Sun-22:1']",checkin
ZZ21awWC5fw0f0Ip2lM8xQ,"['Fri-0:1', 'Sat-1:1', 'Thu-1:1', 'Sun-3:1', 'Fri-17:1', 'Sat-21:1', 'Fri-23:1', 'Thu-23:1']",checkin
UzKCJakGPZXyj9tzqPbcoA,"['Fri-0:2', 'Sun-0:1', 'Tue-0:1', 'Wed-0:1', 'Fri-1:1', 'Sun-1:3', 'Sat-2:1', 'Fri-3:1', 'Sun-4:1', 'Tue-13:1', 'Sun-15:4', 'Fri-16:1', 'Sun-16:2', 'Thu-16:1', 'Wed-16:2', 'Mon-17:1', 'Sat-17:1', 'Thu-17:3', 'Tue-17:3', 'Wed-17:2', 'Sun-18:1', 'Wed-18:1', 'Sat-19:2', 'Sun-19:1', 'Thu-19:1', 'Wed-19:1', 'Sat-20:1', 'Fri-21:6', 'Sun-21:1', 'Fri-22:7', 'Sat-22:2', 'Thu-22:1', 'Fri-23:7', 'Thu-23:1']",checkin
RqzOWT44Tlt_OIqipAgKvw,"['Mon-0:1', 'Sat-12:1', 'Thu-13:1', 'Wed-13:1', 'Sat-14:1', 'Fri-15:1', 'Sat-15:3', 'Thu-15:1', 'Wed-15:1', 'Fri-16:1', 'Sun-16:6', 'Wed-16:2', 'Sat-17:1', 'Sun-17:7', 'Mon-18:1', 'Sat-18:1', 'Sun-18:8', 'Fri-19:1', 'Sat-19:5', 'Sun-19:9', 'Tue-19:2', 'Wed-19:3', 'Mon-20:3', 'Sat-20:2', 'Sun-20:7', 'Tue-20:1', 'Wed-20:3', 'Mon-21:1', 'Sat-21:2', 'Sun-21:2', 'Tue-21:1', 'Wed-21:1', 'Mon-22:1', 'Sun-22:1', 'Thu-22:1', 'Tue-22:1']",checkin
nGD94nE6GJSM9qaroe6v_A,"['Fri-0:2', 'Sat-0:2', 'Sun-0:2', 'Thu-0:1', 'Wed-0:2', 'Fri-1:2', 'Sat-1:3', 'Sun-1:1', 'Thu-1:1', 'Mon-2:1', 'Sat-2:1', 'Sun-2:2', 'Thu-2:1', 'Fri-3:1', 'Sat-3:1', 'Sun-3:2', 'Tue-3:1', 'Sun-4:1', 'Fri-15:2', 'Sun-15:1', 'Sat-16:1', 'Mon-17:1', 'Sat-17:1', 'Sun-17:1', 'Mon-18:1', 'Sat-18:1', 'Sun-18:2', 'Tue-18:1', 'Mon-20:1', 'Sun-20:1', 'Sat-21:1', 'Sun-21:3', 'Fri-22:3', 'Sat-22:1', 'Thu-22:1', 'Fri-23:2', 'Thu-23:1']",checkin
a5l5JLVC0_lkz9QNOc5mHg,"['Wed-0:1', 'Wed-4:1', 'Sun-17:1', 'Wed-17:1', 'Mon-19:1', 'Fri-21:2', 'Sun-21:1', 'Fri-22:7', 'Thu-22:1', 'Mon-23:1', 'Thu-23:1', 'Tue-23:1', 'Wed-23:1']",checkin
s57rmUAWV4CgWDBIQBQgpg,"['Tue-1:1', 'Tue-18:1', 'Sat-20:1', 'Sat-21:1', 'Sun-23:1']",checkin
SbWqeztXrCTsYMsf6KGYvg,"['Tue-0:1', 'Sat-23:1']",checkin
4A6AY0B0cSnymANGehmOGw,"['Thu-20:1', 'Mon-21:1']",checkin
kKDUfVTFmx-s29ixQtnTMw,"['Fri-0:1', 'Sat-0:3', 'Sun-0:2', 'Thu-0:1', 'Tue-0:1', 'Sun-1:1', 'Thu-1:3', 'Wed-1:1', 'Fri-2:1', 'Wed-2:2', 'Fri-3:1', 'Mon-3:1', 'Sun-3:1', 'Fri-4:1', 'Sat-12:1', 'Sat-14:3', 'Thu-14:1', 'Tue-14:1', 'Fri-16:2', 'Fri-17:1', 'Sat-17:1', 'Thu-17:1', 'Wed-17:1', 'Fri-18:1', 'Sun-18:2', 'Wed-18:1', 'Sat-19:3', 'Sun-19:2', 'Thu-19:1', 'Wed-19:1', 'Fri-20:2', 'Mon-20:1', 'Sun-20:2', 'Tue-20:1', 'Mon-21:2', 'Thu-21:1', 'Mon-22:2', 'Sat-22:1', 'Sun-22:1', 'Tue-22:1', 'Fri-23:1', 'Sat-23:1', 'Thu-23:1', 'Tue-23:1']",checkin
-06-Fdi30wJx-JA8P7CAng,"['Fri-0:2', 'Mon-0:3', 'Tue-0:2', 'Wed-0:1', 'Fri-1:1', 'Mon-1:1', 'Sat-1:4', 'Sun-1:8', 'Thu-1:1', 'Tue-1:1', 'Mon-2:1', 'Sun-2:1', 'Thu-2:2', 'Fri-4:1', 'Wed-12:1', 'Fri-14:1', 'Thu-15:1', 'Sat-16:1', 'Sun-16:2', 'Thu-16:1', 'Fri-17:1', 'Sat-17:1', 'Sun-17:1', 'Tue-17:1', 'Wed-17:1', 'Fri-18:1', 'Mon-18:1', 'Sat-18:2', 'Sun-18:1', 'Tue-18:1', 'Wed-18:1', 'Fri-19:2', 'Sun-19:1', 'Fri-20:2', 'Mon-20:1', 'Sat-20:2', 'Thu-20:1', 'Wed-20:2', 'Fri-21:1', 'Sun-21:1', 'Tue-21:2', 'Fri-22:2', 'Mon-22:2', 'Sat-22:1', 'Sun-22:4', 'Thu-22:2', 'Tue-22:1', 'Wed-22:1', 'Fri-23:2', 'Mon-23:2', 'Sat-23:1', 'Sun-23:1', 'Thu-23:2', 'Tue-23:2', 'Wed-23:1']",checkin
jyl-qYlicM69wvjmAX4hsA,"['Mon-16:1', 'Sun-16:1', 'Tue-16:1', 'Fri-17:1', 'Mon-17:1', 'Thu-17:1', 'Tue-17:1', 'Wed-17:1', 'Sat-21:2']",checkin
ugrdtfYuHTlBj81PcDfavA,"['Tue-1:1', 'Sun-2:1', 'Thu-8:1', 'Sat-9:1', 'Thu-9:1', 'Fri-10:2', 'Sat-10:4', 'Wed-10:2', 'Sat-11:2', 'Thu-11:1', 'Tue-11:3', 'Sat-12:1', 'Sun-12:3', 'Thu-12:2', 'Tue-12:2', 'Wed-12:1', 'Fri-13:1', 'Mon-13:1', 'Sat-13:1', 'Sun-13:1', 'Thu-13:1', 'Wed-13:1', 'Wed-14:1', 'Fri-15:3', 'Mon-15:1', 'Sat-15:2', 'Sun-15:1', 'Fri-16:2', 'Sat-16:1', 'Sun-16:1', 'Wed-16:1', 'Sun-17:1', 'Thu-17:1', 'Tue-17:1', 'Wed-17:1', 'Fri-18:1', 'Mon-18:2', 'Sat-18:1', 'Thu-18:1', 'Fri-19:1', 'Sat-19:3', 'Sun-19:1', 'Tue-19:1', 'Mon-20:1', 'Tue-20:1', 'Fri-21:1', 'Sat-21:2', 'Tue-21:2']",checkin
BsJtXNytI6vD-DWyelx39A,"['Thu-0:1', 'Tue-4:1', 'Mon-10:1', 'Sun-15:1', 'Wed-16:1', 'Sun-17:1', 'Thu-17:2', 'Sat-18:1', 'Wed-18:2', 'Fri-20:1', 'Fri-21:1', 'Thu-21:2']",checkin
TaR_aI3lVZw9D9Xt8GmFaw,"['Fri-1:1', 'Fri-3:1', 'Sat-4:1', 'Thu-4:1', 'Mon-14:1', 'Fri-16:1', 'Fri-17:1', 'Mon-18:1', 'Wed-18:1', 'Sun-21:1']",checkin
