name,city,review_count,hours,neighborhood,categories,latitude,stars,attributes,longitude,address,postal_code,state,is_open,business_id,type
Crazy Egg Cafe,WICKLIFFE,24,"['Monday 7:0-14:0', 'Tuesday 7:0-14:0', 'Wednesday 7:0-14:0', 'Thursday 7:0-14:0', 'Friday 7:0-14:0', 'Saturday 7:0-14:0', 'Sunday 7:0-14:0']",,"['Restaurants', 'American (Traditional)', 'Salad']",41.6204477169,4.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: False', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}""]",-81.4566147461,1237 E 305th St,44092,OH,1,KAgQ0bua30vuMZUmRHWcKQ,business
Thai Basil,Richmond Hill,127,"['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-22:0']",,"['Thai', 'Restaurants']",43.8764767988,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-79.4116175463,"1070 Major Mackenzie Dr E, Ste F103",L4S 1P3,ON,1,ZK-R-CcMrjuQKl9G910OWQ,business
Michael Mina Pub 1842,Las Vegas,501,"['Monday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 10:0-22:0']",Eastside,"['Gastropubs', 'Restaurants', 'Irish', 'Pubs', 'Nightlife', 'Bars']",36.1030179172,4.0,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""BestNights: {'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'CoatCheck: False', 'GoodForDancing: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour: True', 'HasTV: True', ""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'Smoking: no', 'WheelchairAccessible: True', 'WiFi: no']",-115.167688876,3799 Las Vegas Blvd S,89109,NV,1,YnmtUJGqQIQL9tz1MRyfqA,business
Cafe Montmartre,Madison,29,"['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:30', 'Saturday 17:0-2:30', 'Sunday 19:0-2:0']",Capitol,"['Wine Bars', 'Restaurants', 'Bars', 'Arts & Entertainment', 'Nightlife', 'Music Venues']",43.0768356,4.0,"['Alcohol: full_bar', ""BestNights: {'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck: False', 'GoodForKids: False', ""GoodForMeal: {'dessert': True, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour: True', ""Music: {'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}"", 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsCounterService: True', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'Smoking: outdoor', 'WheelchairAccessible: True']",-89.3833003,127 E Mifflin St,53703,WI,0,1-wuGggkiX5rGS6e2qTP7Q,business
Cafe Soleil,Madison,25,,Capitol,['Restaurants'],43.076314,4.5,"['Alcohol: none', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsCounterService: True', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True']",-89.3837429,25 N Pinckney St,53703,WI,0,lk9FXwKCOxIvXAWF8zr_Zg,business
El Cochinito Contento,Las Vegas,4,,Eastside,"['Mexican', 'Restaurants']",36.1146968537,5.0,"[""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True']",-115.100319125,3425 E Flamingo Rd,89121,NV,1,pzhjeutsSFcFEDbLp67oeg,business
Boneyard West Lake LLC,Westlake,11,,,"['Barbeque', 'Sandwiches', 'Restaurants', 'Burgers']",41.474893,2.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'DriveThru: False', 'GoodForKids: False', 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: free']",-81.896429,24940 Sperry Dr,44145,OH,0,1_yXNlfbGSn3pGjzNB99Yw,business
Burger King,Chesterland,3,,,"['Burgers', 'Restaurants']",41.521504,2.5,,-81.339941,8459 Mayfield Rd,44026,OH,1,quYlYKkiZ5qRLdu-_hew7g,business
Buffet Vichy St Hubert,Saint-Hubert,3,,Brossard,"['Buffets', 'Restaurants']",45.4994666,2.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",-73.4866858,2901 Bd Taschereau,J4T 3K1,QC,1,yLURgS2DqvYyPjgqmH41Zg,business
Antonios Pizza,Solon,8,,,"['Italian', 'Restaurants', 'Food Delivery Services', 'Pizza', 'Food']",41.3805750447,2.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-81.4293452996,34196 Aurora Rd,44139,OH,1,A4aU9qMO4yxv4q3dqHZjmw,business
Polka Dot Cow Cafe,Brampton,10,"['Monday 4:0-20:0', 'Tuesday 12:0-20:0', 'Wednesday 12:0-20:0', 'Thursday 12:0-20:0', 'Friday 12:0-20:0', 'Saturday 12:0-20:0', 'Sunday 12:0-20:0']",,"['Cafes', 'Restaurants']",43.7733396,3.5,"['BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: quiet', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-79.6630297,"4550 Ebenezer Road, Unit 14",L6P 2R2,ON,0,rdRFKQr-svTpG-KxVq2ZAw,business
Sonic Drive-In,Tolleson,5,"['Monday 7:0-0:0', 'Tuesday 7:0-0:0', 'Wednesday 7:0-0:0', 'Thursday 7:0-0:0', 'Friday 7:0-0:0', 'Saturday 7:0-0:0', 'Sunday 10:0-0:0']",,"['Fast Food', 'American (Traditional)', 'Restaurants']",33.4506411,1.0,"['Alcohol: none', 'BusinessAcceptsCreditCards: True', 'DriveThru: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTakeOut: True']",-112.2657111,9552 W Van Buren St,85353,AZ,1,Z54cYVtBf1ojSRsgBg-GHg,business
Horizon Ridge Mini-Mart,Henderson,18,"['Monday 7:0-0:0', 'Tuesday 7:0-0:0', 'Wednesday 7:0-0:0', 'Thursday 7:0-0:0', 'Friday 7:0-0:0', 'Saturday 7:0-0:0', 'Sunday 7:0-0:0']",Anthem,"['Grocery', 'Restaurants', 'Beer', 'Wine & Spirits', 'Delis', 'Food']",35.9991191,4.5,"['BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2: 1', 'RestaurantsTakeOut: True']",-115.1060048,"10575 S Eastern Ave, Ste 190",89052,NV,1,9zSNR-wM-0pVjaepqidcmg,business
Le Pourvoyeur,Montréal,46,"['Monday 15:0-3:0', 'Tuesday 15:0-3:0', 'Wednesday 15:0-3:0', 'Thursday 10:0-3:0', 'Friday 10:0-3:0', 'Saturday 10:0-3:0', 'Sunday 10:0-3:0']",Rosemont-La Petite-Patrie,"['Bars', 'Restaurants', 'Canadian (New)', 'Breakfast & Brunch', 'Nightlife', 'Pubs']",45.5360085,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", ""BestNights: {'monday': True, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'CoatCheck: False', 'GoodForDancing: False', 'GoodForKids: False', 'HappyHour: True', 'NoiseLevel: very_loud', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: free', ""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', ""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}""]",-73.6163962,184 Jean Talon E,H2R 1S7,QC,1,jW_hNGlYJw2Q2ssYDHihfg,business
Hello Bistro,Pittsburgh,59,"['Monday 10:0-22:0', 'Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-22:0', 'Saturday 10:0-22:0', 'Sunday 10:0-22:0']",South Side,"['Restaurants', 'Cafes', 'Burgers', 'Salad']",40.428359,3.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DriveThru: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-79.978196,1922 E Carson St,15203,PA,1,5ggluCpQ25P0Ma_w2cBDEA,business
El Toro Loco,Pittsburgh,54,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-21:0']",South Side,"['Mexican', 'Restaurants']",40.42746,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsBitcoin: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'DogsAllowed: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: free']",-79.969291,2512 E Carson St,15203,PA,0,4CE_jyoNwSYkorer13G5OQ,business
Pizza Pinoli,Montréal,15,,Notre-Dame-de-Grâce,"['Pizza', 'Restaurants']",45.4763753,3.0,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: False', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: False', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: False', 'RestaurantsTakeOut: True', 'WiFi: no']",-73.6218732,5524 Monkland Avenue,H4A 1C7,QC,1,ubW6lSYs2hF77t4qzZoB2g,business
McDonald's,AGINCOURT,6,"['Monday 0:0-0:0', 'Tuesday 0:0-0:0', 'Wednesday 0:0-0:0', 'Thursday 0:0-0:0', 'Friday 0:0-0:0', 'Saturday 0:0-0:0', 'Sunday 0:0-0:0']",Scarborough,"['Burgers', 'Fast Food', 'Restaurants']",43.7942823,2.5,"['Alcohol: none', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: False', 'DriveThru: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: loud', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 1', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: free']",-79.3299398,2936 Finch Avenue E,M1W 2T4,ON,1,LixFCMGKdptI8WRsjAl5cQ,business
Stadio,Fellbach,11,"['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 11:30-15:0', 'Saturday 17:0-23:0', 'Sunday 11:30-15:0', 'Sunday 17:0-23:0']",,"['Italian', 'Restaurants', 'Pizza']",48.8319,4.0,"['Alcohol: beer_and_wine', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters: True', 'DogsAllowed: False', 'GoodForKids: True', 'HasTV: True', 'NoiseLevel: very_loud', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: True', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 3', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: no']",9.25231,Nurmiweg 7,70736,BW,1,5djuZfIkqf1ykQGbpWESrg,business
Jacobson Bros Meats & Deli,Stoughton,5,,,"['Grocery', 'Specialty Food', 'Sandwiches', 'Meat Shops', 'Food', 'Delis', 'Restaurants']",42.91752,3.0,"[""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire: casual']",-89.2473819,"2125 McComb Rd, Ste 100",53589,WI,1,cIe-8MyGWaLJGKhrCtTk6g,business
Tiffany's,Montréal,28,"['Monday 7:0-22:0', 'Tuesday 7:0-22:0', 'Wednesday 7:0-22:0', 'Thursday 7:0-22:0', 'Friday 7:0-23:0', 'Saturday 7:0-23:0', 'Sunday 7:0-22:0']",Mont-Royal,"['Steakhouses', 'Restaurants', 'Barbeque']",45.4980539,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking: False', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: free']",-73.6578112,7977 Boulevard Décarie,H4P 2H5,QC,1,lOpz9DxyMVfLKbET7EVdTQ,business
Ruby Tuesday,Las Vegas,121,"['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-22:0']",,"['Bars', 'Restaurants', 'Burgers', 'Nightlife', 'American (Traditional)']",36.2388340919,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'DriveThru: False', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-115.154006492,865 West Craig Road,89032,NV,1,5iSlHNIy3RLbCP5AayB31g,business
Rosita's Fine Mexican Food,Mesa,80,"['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-21:0']",,"['Mexican', 'Restaurants']",33.3626731,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB: False', 'BYOBCorkage: no', 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: False', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-111.8780245,2023 W Guadalupe Rd,85202,AZ,1,XxXmyN3tlroRQ1SOoSXHAA,business
Cantina Mexicana,Mississauga,30,"['Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-21:30']",Streetsville,"['Restaurants', 'Mexican']",43.579553,2.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: True', 'GoodForKids: True', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV: True', 'NoiseLevel: average', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: True', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WheelchairAccessible: True', 'WiFi: no']",-79.7105971,277 Queen Street S,L5M 1L9,ON,1,oZUwUMRnz0hUpzmg0G7kLA,business
Allo Mon Coco,Laval,21,"['Monday 6:0-18:0', 'Tuesday 6:0-18:0', 'Wednesday 6:0-18:0', 'Thursday 6:0-18:0', 'Friday 6:0-18:0', 'Saturday 6:0-18:0', 'Sunday 6:0-18:0']",Laval,"['Restaurants', 'Breakfast & Brunch']",45.562321552,3.5,"['Alcohol: full_bar', ""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking: True', 'BusinessAcceptsCreditCards: True', ""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters: False', 'GoodForKids: True', 'HasTV: True', 'NoiseLevel: loud', 'OutdoorSeating: True', 'RestaurantsAttire: casual', 'RestaurantsDelivery: False', 'RestaurantsGoodForGroups: True', 'RestaurantsPriceRange2: 2', 'RestaurantsReservations: False', 'RestaurantsTableService: True', 'RestaurantsTakeOut: True', 'WiFi: free', ""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}""]",-73.7445418523,100 Promenade Du Centropolis,H7T 2Z6,QC,1,B0vJZ5PuFeW42JpEgiuFjg,business
